iso,compare,base,abs_diff,rel_pct,table,part,sign
MDG,868.6750742989816,5840.63,4971.9549257010185,572.4,4,A,base>compare
TKM,4761.854441454873,9732.67,4970.815558545127,104.4,4,A,base>compare
TUR,11464.732575457496,16378.61,4913.877424542505,42.9,4,A,base>compare
CIV,1666.0096059390205,6540.89,4874.88039406098,292.6,4,A,base>compare
PAK,2144.7954041527087,5947.57,3802.774595847291,177.3,4,A,base>compare
HTI,1023.2322606734205,4190.26,3167.0277393265796,309.5,4,A,base>compare
LCA,9220.135702909816,12358.31,3138.1742970901832,34.0,4,A,base>compare
TCD,1373.9425880122808,3720.05,2346.1074119877194,170.8,4,A,base>compare
MDA,2361.9507027714176,4310.51,1948.5592972285826,82.5,4,A,base>compare
UGA,911.0814532470488,2518.37,1607.288546752951,176.4,4,A,base>compare
MWI,644.8367235753126,2055.74,1410.9032764246872,218.8,4,A,base>compare
ISR,23339.95407300295,18244.05,-5095.904073002952,-21.8,4,B,base<compare
OMN,21047.463619958467,16241.17,-4806.293619958467,-22.8,4,B,base<compare
AUT,33626.386832180535,30255.19,-3371.196832180536,-10.0,4,B,base<compare
NOR,47626.279823180565,44856.52,-2769.7598231805678,-5.8,4,B,base<compare
ARG,10833.405609567062,8221.73,-2611.6756095670626,-24.1,4,B,base<compare
NLD,35104.48753030957,40281.77,5177.282469690428,14.7,4,B,base>compare
