country,year,co2,fdi,gov_effect,gdp,ln_co2,ln_fdi,ln_gdp,credit,energy,corruption,rule_of_law,trade,voice,stability,reg_quality,investment,rnd_spending,ln_rnd
Iran,1995,4.442225,0.017631,-0.600068,1569.255294,1.491155,-4.038077,7.358356,37.708589,1647.246431,-0.480607,-0.940339,35.144245,-0.951336,-0.324624,-1.42351,30.180172,27.521453981628802,3.314965845304263
Iran,1996,4.431486,0.021594,-0.600068,1932.804985,1.488735,-3.835341,7.566728,37.557719,1567.162828,-0.480607,-0.940339,35.221299,-0.951336,-0.324624,-1.42351,37.786086,48.23774746021125,3.8761418568886454
Iran,1997,4.265271,0.046524,-0.490329,1804.336677,1.450506,-3.067782,7.497948,36.480424,1730.501981,-0.460588,-0.683587,32.649558,-0.8576,-0.693391,-1.621683,35.54284,38.340527360735265,3.6465074923673266
Iran,1998,4.822566,0.021763,-0.492342,1723.835367,1.573306,-3.827526,7.452307,42.91929,1739.321566,-0.40113,-0.519493,29.22822,-0.93239,-0.727548,-1.635898,33.858935,38.871060071984424,3.660250016732653
Iran,1999,5.900225,0.030743,-0.616701,1756.896667,1.77499,-3.482105,7.471304,39.418308,1947.829968,-0.21806,-0.821778,34.885414,-1.075241,-0.773441,-1.316699,32.541665,43.737620548882965,3.77820861388053
Iran,2000,5.672323,0.035587,-0.565393,1670.00947,1.735599,-3.335785,7.420585,40.644513,1874.671453,-0.311087,-0.680516,41.257247,-1.25318,-0.779733,-1.227163,35.100533,45.50798107964806,3.8178877189185734
Iran,2001,5.996136,0.32166,-0.501297,1909.412278,1.791115,-1.134259,7.554551,42.753856,2008.654894,-0.359163,-0.673581,40.535566,-1.233033,-0.761824,-1.272096,35.251817,25.681363949921458,3.2457655907259966
Iran,2002,5.97104,2.736115,-0.662731,1911.678792,1.786921,1.006539,7.555737,40.323384,2051.788847,-0.477626,-0.865804,48.172687,-1.282151,-0.782739,-1.174626,39.054111,27.508243089963035,3.31448570848278
Iran,2003,6.142391,1.874034,-0.555355,2253.936132,1.815214,0.628094,7.720433,42.378509,2094.269158,-0.484105,-0.994356,50.679106,-1.500559,-1.04084,-1.416594,42.105267,16.56541290906962,2.807316962037612
Iran,2004,6.48337,1.598214,-0.64891,2756.198742,1.86924,0.468886,7.921608,41.602971,2256.462603,-0.556039,-1.027452,51.313857,-1.554468,-0.93164,-1.597211,45.998788,53.62736863843094,3.9820595466863273
Iran,2005,6.720067,1.275851,-0.682822,3246.051029,1.905098,0.243613,8.085194,42.441847,2475.087729,-0.755061,-0.978464,54.440495,-1.569739,-0.939875,-1.607343,38.717664,19.14701651606286,2.9521469079834186
Iran,2006,7.219059,0.870277,-0.577193,3774.357841,1.976725,-0.138944,8.235986,45.734344,2557.7637,-0.767309,-1.053678,53.167359,-1.581751,-1.564242,-1.705812,38.649117,62.80512746730778,4.140036717709767
Iran,2007,7.279925,0.576707,-0.497738,4904.666252,1.985121,-0.550421,8.497942,46.691233,2676.599594,-0.948634,-1.026664,49.887307,-1.606162,-1.630592,-1.709233,39.728945,91.06060192697797,4.511525240108575
Iran,2008,7.509406,0.487597,-0.452715,5630.442995,2.016156,-0.718267,8.635943,42.8706,2837.184586,-0.880579,-0.967787,48.229403,-1.583116,-1.421768,-1.521203,41.757453,68.4860696206057,4.226630361384243
Iran,2009,7.600676,0.72053,-0.542041,5677.888522,2.028237,-0.327768,8.644335,48.001948,2800.51544,-0.797347,-0.918654,43.69958,-1.600213,-1.323926,-1.426019,40.898171,112.25657732501554,4.7207871202288025
Iran,2010,7.768594,0.749169,-0.690026,6603.212269,2.050089,-0.288791,8.795312,54.24454,2769.463567,-0.693915,-0.997067,43.770644,-1.608522,-1.249687,-1.490509,40.262449,38.05105196012744,3.6389287307094307
Iran,2011,7.892493,0.732942,-0.438457,7818.057232,2.065912,-0.310689,8.964191,54.990086,2791.107789,-0.625612,-1.052862,43.191292,-1.580912,-0.874988,-1.457489,36.881101,46.390043088822424,3.837084847601816
Iran,2012,8.098483,0.778443,-0.25307,7927.647542,2.091677,-0.250459,8.978112,60.522255,2869.333253,-0.634079,-0.940355,47.373056,-1.513705,-0.924847,-1.338996,40.340275,202.67042052903403,5.311581115473728
Iran,2013,8.103586,0.652513,-0.237506,6111.440608,2.092307,-0.426923,8.717918,52.096025,2889.109969,-0.739871,-0.695978,50.331398,-1.342873,-0.814021,-1.245724,38.691433,85.58929585355895,4.449560226888757
Iran,2014,8.384101,0.484607,-0.241995,5608.602512,2.126337,-0.724417,8.632057,56.492343,3060.387046,-0.838968,-0.702527,44.60442,-1.29984,-0.933829,-1.220895,39.905896,45.85881032088422,3.825567335551278
Iran,2015,8.384101,0.531261,-0.47861,4916.085938,2.126337,-0.632502,8.500268,68.543767,3060.387046,-0.984447,-0.712859,39.017301,-1.330619,-1.342181,-1.39585,34.033613,88.7652483642675,4.485995226152565
Iran,2016,8.384101,0.804818,-0.599589,5265.906635,2.126337,-0.217139,8.569009,77.648079,3060.387046,-1.07154,-0.771479,43.214463,-1.386293,-1.711534,-1.4425,33.20168,127.69738717922999,4.849663302212336
Italy,1990,7.361705,0.545263,0.840325,20825.784209,1.996292,-0.606488,9.943947,93.567255,2583.888077,0.407848,1.056424,36.321749,1.129291,1.110385,0.855296,22.558628,216.4949747053478,5.37756733565051
Italy,1991,7.46838,0.192851,0.840325,21956.52976,2.010678,-1.645837,9.99682,93.567255,2645.673237,0.407848,1.056424,33.878437,1.129291,1.110385,0.855296,22.199054,451.695480538511,6.1130082371611145
Italy,1992,7.404169,0.236225,0.840325,23243.474542,2.002043,-1.442971,10.05378,93.567255,2627.340008,0.407848,1.056424,34.913712,1.129291,1.110385,0.855296,21.567776,165.81166345517207,5.110852586759997
Italy,1993,7.248013,0.351085,0.840325,18738.763903,1.980727,-1.046726,9.83835,93.567255,2611.990438,0.407848,1.056424,37.759229,1.129291,1.110385,0.855296,19.07248,117.90510879198042,4.7698801381735
Italy,1994,7.166672,0.200921,0.840325,19337.630906,1.969441,-1.604844,9.869808,93.567255,2578.465978,0.407848,1.056424,40.455029,1.129291,1.110385,0.855296,19.007644,353.5666481664615,5.868072005518796
Italy,1995,7.573033,0.412364,0.840325,20664.55227,2.024594,-0.885849,9.936175,93.567255,2799.375762,0.407848,1.056424,45.684554,1.129291,1.110385,0.855296,20.042344,382.6223295877463,5.947048418052058
Italy,1996,7.489066,0.27041,0.840325,23081.604676,2.013444,-1.307815,10.046791,93.567255,2796.154736,0.407848,1.056424,42.878698,1.129291,1.110385,0.855296,19.35508,483.2306482560806,6.180494072291441
Italy,1997,7.566965,0.29691,0.82907,21829.345823,2.023792,-1.214326,9.99101,93.567255,2834.402946,0.490962,0.801862,44.588506,1.063974,1.192702,0.711157,19.501696,505.39919968788206,6.225348611430643
Italy,1998,7.734649,0.207871,0.722743,22318.137301,2.04571,-1.57084,10.013155,93.567255,2912.947365,0.699465,0.838106,45.092738,1.040719,0.916669,0.791893,19.734486,656.0707038777803,6.4862685634377035
Italy,1999,7.765755,0.554444,0.753255,21997.624316,2.049724,-0.58979,9.99869,93.567255,2957.311486,0.523467,0.740142,44.620791,1.038653,0.83843,0.904301,20.233119,393.92264898374106,5.976154567647882
Italy,2000,7.912673,1.151656,0.743869,20087.591986,2.068466,0.141201,9.907858,93.567255,3012.195,0.484606,0.68843,50.40559,0.985717,0.431488,1.044891,20.864576,262.623406372035,5.570721091072636
Italy,2001,7.904433,1.274886,0.628187,20483.215995,2.067424,0.242857,9.927361,93.567255,3020.621195,0.361397,0.590004,50.034805,1.177168,0.269258,1.084583,20.843358,509.61534456723734,6.233656214807839
Italy,2002,7.932323,1.356669,0.556203,22270.144123,2.070946,0.305032,10.011002,93.222715,3037.266965,0.40358,0.509243,48.057924,1.057029,0.489116,0.99628,21.571233,262.1375523340735,5.568869374900815
Italy,2003,8.171751,1.243397,0.356098,27465.675299,2.100683,0.217847,10.220692,98.963485,3168.529021,0.477288,0.379006,46.148845,1.064524,0.530734,0.97683,21.179375,438.74453916104306,6.083917328346022
Italy,2004,8.216487,1.11471,0.191648,31259.716495,2.106143,0.108594,10.350086,100.054671,3169.932642,0.331189,0.467548,47.43033,1.111907,0.44697,0.940307,21.262443,217.611688424571,5.382712228725626
Italy,2005,8.16609,1.97909,0.272779,32043.140368,2.09999,0.682637,10.374838,104.445577,3214.674121,0.262665,0.447921,49.301011,1.032024,0.547544,0.974893,21.169371,180.52363758236643,5.195861725333923
Italy,2006,8.072146,2.925967,0.417277,33501.658167,2.088419,1.073625,10.41935,108.323134,3175.799871,0.19448,0.399145,53.168179,1.034216,0.346906,0.966554,21.957616,973.7662439236078,6.881171278867238
Italy,2007,7.917347,2.984923,0.4673,37822.665238,2.069056,1.093574,10.540664,124.411103,3149.576553,0.283444,0.454773,55.061456,0.962826,0.473924,0.894351,22.246046,979.5882322839014,6.887132312229114
Italy,2008,7.601765,2.984923,0.403479,40778.342737,2.02838,1.093574,10.615906,137.147025,3087.566331,0.299566,0.483443,54.492876,0.911824,0.501207,0.713233,21.778514,913.4085814900072,6.817183295812969
Italy,2009,6.795651,0.75789,0.447511,37079.75867,1.916283,-0.277217,10.520827,145.882922,2869.920712,0.172011,0.42594,45.418762,0.916809,0.508218,0.744578,19.508756,564.4957055066762,6.335932775955245
Italy,2010,6.838375,0.465343,0.532427,36000.520118,1.92255,-0.764981,10.491289,159.784144,2930.588524,0.070906,0.436259,52.006188,0.954193,0.495499,0.778938,20.579795,335.9697419911404,5.817021102310338
Italy,2011,6.702558,1.503735,0.472872,38599.062207,1.902489,0.407952,10.560983,162.996364,2828.404891,0.005658,0.422147,55.145522,0.999259,0.458165,0.638066,20.468089,343.9533895735091,5.840506152767218
Italy,2012,6.205414,0.001672,0.490197,35053.526244,1.825422,-6.393588,10.464631,176.180113,2709.297728,0.026578,0.288354,55.654721,1.034905,0.363257,0.712537,17.789513,394.56503117468156,5.977783971249815
Italy,2013,5.732942,0.912122,0.544245,35549.974697,1.746229,-0.091981,10.478695,171.841436,2579.472543,0.081555,0.366415,54.867579,1.0352,0.355933,0.697885,16.892394,665.8747243155071,6.501101551218691
Italy,2014,5.270867,0.788869,0.491924,35518.415292,1.662195,-0.237155,10.477807,171.519073,2414.484002,0.175231,0.319134,55.322115,0.990754,0.29291,0.691279,16.959202,812.1249451707686,6.699654201687402
Italy,2015,5.270867,0.724628,0.408853,30230.226302,1.662195,-0.322097,10.316598,169.394964,2481.754645,0.215687,0.240624,56.418176,0.963442,0.326272,0.715148,17.107267,650.099034064094,6.477124711382667
Italy,2016,5.270867,1.367932,0.45093,30936.125445,1.662195,0.3133,10.33968,169.192307,2481.754645,0.233935,0.272417,55.374026,0.905108,0.381114,0.942924,17.557752,371.1823810306848,5.916693534889767
Japan,1990,8.873293,0.057649,0.910291,25359.34702,2.183046,-2.853382,10.140903,230.952903,3551.161773,1.192312,1.347829,19.662749,1.07293,1.16189,0.771947,34.510553,732.1657353421908,6.596006902735339
Japan,1991,8.87163,0.035829,0.910291,28925.041576,2.182859,-3.328992,10.272463,227.249343,3575.246092,1.192312,1.347829,18.073943,1.07293,1.16189,0.771947,34.224992,678.2176827356827,6.519468302391576
Japan,1992,9.046579,0.070497,0.910291,31464.549046,2.202387,-2.652181,10.356617,232.928086,3649.944321,1.192312,1.347829,17.329804,1.07293,1.16189,0.771947,32.489368,593.3852520823456,6.385843854299384
Japan,1993,8.91218,0.004724,0.910291,35765.914089,2.187419,-5.354996,10.484751,240.785922,3664.568358,1.192312,1.347829,16.013879,1.07293,1.16189,0.771947,30.679035,725.7983618519202,6.587272237752339
Japan,1994,9.389452,0.018104,0.910291,39268.566869,2.239587,-4.011607,10.57818,244.860556,3850.962444,1.192312,1.347829,16.104472,1.07293,1.16189,0.771947,29.544858,608.2701620870561,6.410619128811844
Japan,1995,9.434444,0.000761,0.910291,43440.367868,2.244367,-7.180991,10.679144,247.459085,3935.994754,1.192312,1.347829,16.679482,1.07293,1.16189,0.771947,29.882856,486.23997224584815,6.18670227208936
Japan,1996,9.579508,0.000761,0.910291,38436.926312,2.259626,-7.180991,10.556774,249.85313,4008.476236,1.192312,1.347829,18.5245,1.07293,1.16189,0.771947,30.865152,534.247022020095,6.280858320051938
Japan,1997,9.525758,0.056333,1.016817,35021.719092,2.254,-2.876481,10.463724,214.071339,4041.16767,1.065931,1.348525,20.040738,0.946786,1.247675,0.554549,29.950996,838.6354353511985,6.731776089211444
Japan,1998,9.160044,0.062294,1.141836,31902.767096,2.214851,-2.775886,10.370448,229.552117,3955.627627,1.229919,1.289759,19.232022,0.958088,1.197553,0.797354,28.515171,170.99363836635064,5.141626353274667
Japan,1999,9.448843,0.323986,1.016848,36026.556075,2.245892,-1.127054,10.492012,234.414775,4011.224779,0.93694,1.148552,18.34896,1.014471,1.176023,0.49534,27.118813,284.6752176748933,5.651348943339894
Japan,2000,9.622352,0.218683,1.157461,38532.040875,2.264089,-1.520133,10.559245,234.132894,4083.831697,1.169874,1.16399,19.819653,1.082604,1.02712,1.069966,27.307131,236.97459644350423,5.467952947387995
Japan,2001,9.464309,0.114465,1.343323,33846.465641,2.247528,-2.16749,10.42959,228.373753,4008.268032,1.200011,1.249472,19.798128,1.043495,1.028315,1.134423,26.560511,203.69547841220262,5.316626125697258
Japan,2002,9.57313,0.280852,1.285486,32289.350536,2.25896,-1.269929,10.382493,225.68822,3991.977567,1.210124,1.224397,20.685611,1.006277,1.035769,1.258731,24.655504,852.0034193515672,6.747590540144698
Japan,2003,9.725282,0.197306,1.584961,34808.390918,2.274729,-1.623001,10.457614,227.711914,3953.184508,1.320849,1.351526,21.583129,0.954123,1.138335,1.260203,24.397231,786.3719006355733,6.667429836551094
Japan,2004,9.909203,0.156339,1.44126,37688.722336,2.293464,-1.85573,10.537116,223.383371,4078.210542,1.230228,1.319831,23.922356,0.969946,1.010375,1.129177,24.348623,635.218756266753,6.453969437624739
Japan,2005,9.698883,0.114809,1.451749,37217.648728,2.272011,-2.164489,10.524538,220.815698,4062.979049,1.323889,1.308669,26.515494,0.948859,0.894625,1.132069,24.749472,277.1171792576923,5.624440446546617
Japan,2006,9.632049,0.114809,1.450104,35433.988964,2.265096,-2.164489,10.475427,214.690849,4053.883437,1.369225,1.287083,30.331782,1.021054,0.976252,1.09657,24.748629,612.6677321554259,6.41782275334627
Japan,2007,9.782964,0.479068,1.522351,35275.228431,2.280642,-0.735912,10.470936,208.143927,4012.654245,1.553623,1.319659,33.093888,1.040705,0.879353,1.016683,24.483447,593.9217639028632,6.386747600086801
Japan,2008,9.449534,0.488791,1.466913,39339.297573,2.245965,-0.71582,10.579979,214.635894,3858.434521,1.554375,1.303699,34.39902,1.071133,0.995092,1.074261,24.547848,367.0374853797531,5.905463982837963
Japan,2009,8.620816,0.233714,1.40799,40855.175635,2.15418,-1.453657,10.617789,234.615108,3678.511133,1.618949,1.351366,24.4909,1.101295,0.948443,1.137581,21.323675,647.403011403795,6.472968993016381
Japan,2010,9.148316,0.130541,1.610509,44507.676386,2.21357,-2.036066,10.703417,232.532014,3893.266604,1.648249,1.435885,28.613008,1.109588,1.019142,1.108955,21.297486,665.9513758511795,6.501216658642622
Japan,2011,9.317427,0.130541,1.805413,48167.997268,2.231886,-2.036066,10.78245,238.820594,3610.812169,1.690214,1.597874,30.393003,1.036052,0.968597,1.137973,22.103301,982.4466323519173,6.890046024051251
Japan,2012,9.638628,0.008817,1.753165,48603.47665,2.265779,-4.731027,10.79145,245.175846,3537.36317,1.529766,1.485074,30.636124,0.988049,1.054221,1.203647,22.654423,1014.7113690127193,6.922359485531641
Japan,2013,9.780815,0.206537,1.784826,40454.447458,2.280423,-1.577278,10.607932,251.937475,3567.629354,1.482244,1.383732,34.147522,0.983571,0.968189,1.416575,23.19091,248.09095436399733,5.513795430395833
Japan,2014,9.538706,0.407228,1.57989,38109.412113,2.255358,-0.898382,10.548217,257.098911,3470.763129,1.481227,1.529455,37.54577,1.003655,1.100128,1.363644,23.9161,547.453723403216,6.305277934653901
Japan,2015,9.538706,0.119655,1.634589,34524.469861,2.255358,-2.123144,10.449424,258.732293,3428.557216,1.388588,1.493854,35.641021,0.994713,1.037563,1.334228,24.02267,712.8093942371038,6.569214055414736
Japan,2016,9.538706,0.831276,1.550037,38794.330941,2.255358,-0.184794,10.566029,271.73154,3428.557216,1.430998,1.496435,31.515371,0.929692,1.019812,1.314649,23.407404,681.9425177993118,6.5249453695395605
South Korea,1990,5.760374,0.374298,0.473719,6516.305759,1.751002,-0.982702,8.782063,49.007775,2167.339608,0.382197,0.798747,51.260999,0.668099,0.566771,0.445149,39.615998,172.1102709115115,5.148135381340911
South Korea,1991,6.039462,0.446745,0.473719,7523.477002,1.798315,-0.805768,8.925784,49.468681,2306.643472,0.382197,0.798747,50.38928,0.668099,0.566771,0.445149,41.374062,161.5090447312248,5.0845611456222235
South Korea,1992,6.498143,0.28613,0.473719,8001.540992,1.871516,-1.25131,8.987389,48.214606,2534.341028,0.382197,0.798747,49.48856,0.668099,0.566771,0.445149,38.485198,72.60086739250237,4.284976869314508
South Korea,1993,7.284858,0.215453,0.473719,8740.945603,1.985798,-1.535014,9.075774,47.770417,2814.188231,0.382197,0.798747,47.587396,0.668099,0.566771,0.445149,37.479541,59.12566757247512,4.079665137614742
South Korea,1994,7.706677,0.249472,0.473719,10205.807466,2.042087,-1.38841,9.230712,47.94025,2958.40773,0.382197,0.798747,48.875494,0.668099,0.566771,0.445149,38.539129,214.93922397550867,5.370355308982691
South Korea,1995,8.311071,0.447215,0.473719,12332.979352,2.117589,-0.804716,9.420032,46.673246,3210.132036,0.382197,0.798747,52.785124,0.668099,0.566771,0.445149,39.003294,69.83898289760704,4.246192348103523
South Korea,1996,8.86949,0.465241,0.473719,13137.90807,2.182617,-0.7652,9.483257,49.967057,3454.854851,0.382197,0.798747,53.50438,0.668099,0.566771,0.445149,39.680962,258.0861837605393,5.553293574724299
South Korea,1997,9.357982,0.592122,0.290557,12131.874704,2.23623,-0.524042,9.403592,54.942923,3726.157766,0.297208,0.778701,58.632978,0.638672,0.513873,0.317185,37.424679,345.8282605669814,5.84594229508911
South Korea,1998,7.882071,1.600358,0.613541,8085.323528,2.064591,0.470227,8.997806,61.866664,3377.635074,0.270445,0.83034,69.987767,0.637169,0.398045,0.565368,27.761895,156.74899039340752,5.054645738620884
South Korea,1999,8.57771,2.210477,0.796305,10409.326888,2.149167,0.793208,9.250457,66.250237,3708.705213,0.489189,0.92001,61.436074,0.745628,0.241774,0.752522,30.916296,153.06132568936312,5.030838662584062
South Korea,2000,9.520932,2.049274,0.790477,11947.579128,2.253493,0.717485,9.388284,70.939739,4002.671284,0.544912,0.800299,67.947192,0.723234,0.248543,0.717727,32.941715,251.88131793875408,5.528958016014166
South Korea,2001,9.503744,1.223577,0.815539,11252.907554,2.251686,0.201778,9.328382,128.066159,4033.318968,0.378849,0.909604,63.911063,0.728531,0.428843,0.793975,31.559587,185.18147309635805,5.221336279931332
South Korea,2002,9.773,0.899002,0.924597,12782.525535,2.279623,-0.10647,9.455834,134.158901,4170.476147,0.592333,0.974223,60.153708,0.745596,0.485129,0.805073,30.939581,238.27164121889135,5.47341137248634
South Korea,2003,9.734649,1.030094,0.984208,14209.388519,2.275692,0.02965,9.561658,128.437367,4233.487325,0.300606,0.837952,63.392996,0.690555,0.423855,0.720585,32.01491,405.4879237167922,6.005091091895703
South Korea,2004,10.030184,1.738101,1.201816,15907.665834,2.305599,0.552793,9.674556,121.432124,4332.667741,0.569717,1.01055,72.761086,0.699741,0.566255,0.920579,32.117074,233.08812266401634,5.451416590921197
South Korea,2005,9.60727,1.519055,0.994487,18639.522205,2.26252,0.418089,9.833039,125.451758,4364.219091,0.425825,0.860505,71.184314,0.657144,0.420969,0.725824,32.163065,541.100932465808,6.293605827925356
South Korea,2006,9.716606,0.905507,1.024816,20888.380151,2.273836,-0.09926,9.946948,138.512616,4412.527118,0.499742,0.994239,73.55135,0.707633,0.409628,0.849306,32.700688,577.2246102332538,6.3582314632625225
South Korea,2007,10.181567,0.786235,1.147816,23060.707884,2.320579,-0.240499,10.045885,143.579245,4564.98783,0.426657,1.008208,77.243007,0.741072,0.325896,0.918371,32.579531,228.18059356132088,5.43013739245032
South Korea,2008,10.347423,1.116273,1.157944,20430.63946,2.336737,0.109995,9.924791,158.745496,4629.777921,0.483322,1.02559,99.933562,0.726919,0.412496,0.982293,33.018504,137.5805905664272,4.924209858619744
South Korea,2009,10.320109,1.000283,1.074503,18291.919598,2.334094,0.000283,9.814215,157.350573,4649.765742,0.495882,0.984836,90.412638,0.725596,0.267103,0.865391,28.465658,137.54517545107555,4.9239524118814035
South Korea,2010,11.436317,0.867739,1.003404,22086.952919,2.436794,-0.141864,10.002742,151.040821,5045.487749,0.581018,0.945141,95.654086,0.705781,0.278579,0.988612,32.022875,120.49637972660014,4.791619708716732
South Korea,2011,11.802969,0.812748,1.035288,24079.788524,2.468351,-0.207334,10.089128,153.1654,5216.587809,0.512006,1.005963,110.000053,0.680197,0.108569,1.134037,32.958833,177.25310568457968,5.1775786867514295
South Korea,2012,11.632825,0.776566,0.977552,24358.782176,2.453831,-0.252874,10.100648,155.845025,5248.519891,0.339695,0.90274,109.886198,0.631044,0.156361,1.099334,31.001229,537.7242413395406,6.287345866190779
South Korea,2013,11.749201,0.97783,1.021253,25890.01867,2.463785,-0.022419,10.161613,155.803323,5231.67546,0.420221,1.126969,102.770746,0.641615,0.153577,1.102618,29.102217,175.52697929318487,5.167792759257252
South Korea,2014,11.570345,0.65708,1.029123,27811.366384,2.448445,-0.419949,10.2332,162.29436,5289.275832,0.445519,1.130968,95.297223,0.758165,0.381831,1.094511,29.27691,360.83553496167815,5.888422272700345
South Korea,2015,11.570345,0.296804,1.135256,27105.076226,2.448445,-1.214683,10.207476,165.95714,5413.347857,0.572805,1.199542,83.712122,0.79972,0.638124,1.09375,28.918112,708.035623762313,6.5624944084763746
South Korea,2016,11.570345,0.855546,1.332545,27608.247429,2.448445,-0.156015,10.22587,169.630377,5413.347857,0.704865,1.156206,77.712832,0.751629,0.547198,1.059259,29.252387,154.10367114366167,5.037625565167947
Mexico,1990,3.793373,1.008216,0.225327,3112.268706,1.333256,0.008182,8.043107,37.553118,1473.388663,-0.512429,-0.726646,38.519696,-0.042313,-0.925459,0.131713,23.270604,78.93246278962127,4.368592585433219
Mexico,1991,3.881986,1.520712,0.225327,3661.947879,1.356347,0.419179,8.20575,37.97564,1518.489241,-0.512429,-0.726646,35.786535,-0.042313,-0.925459,0.131713,23.426277,44.11317676168686,3.7867585306051414
Mexico,1992,3.843785,1.209668,0.225327,4170.623287,1.346458,0.190346,8.335821,40.470971,1503.678088,-0.512429,-0.726646,35.553496,-0.042313,-0.925459,0.131713,23.320599,33.17364097958051,3.501755614181903
Mexico,1993,3.830377,0.87651,0.225327,5650.026286,1.342963,-0.131808,8.639415,33.104559,1502.215639,-0.512429,-0.726646,27.827911,-0.042313,-0.925459,0.131713,23.020576,126.6647138985145,4.84154354734281
Mexico,1994,3.912979,2.07886,0.225327,5854.417857,1.364299,0.73182,8.674952,39.129966,1509.93925,-0.512429,-0.726646,30.709972,-0.042313,-0.925459,0.131713,24.923352,121.32444511551421,4.79846832174292
Mexico,1995,3.630864,2.645649,0.225327,3928.223926,1.289471,0.972916,8.275943,39.453792,1437.64696,-0.512429,-0.726646,46.321019,-0.042313,-0.925459,0.131713,20.965872,105.81378357830913,4.661680790506692
Mexico,1996,3.719043,2.235072,0.225327,4412.116345,1.313466,0.804273,8.39211,30.257419,1445.933668,-0.512429,-0.726646,50.4192,-0.042313,-0.925459,0.131713,21.572122,103.14105590258339,4.636097526136663
Mexico,1997,3.908312,2.56384,0.38437,5289.167988,1.363105,0.941506,8.573416,42.546449,1498.001977,-0.389923,-0.532132,48.777362,0.062786,-0.423062,0.150209,22.596934,132.68948033899994,4.888011664186768
Mexico,1998,4.050614,2.422927,0.276182,5481.181497,1.398868,0.884976,8.609076,40.344663,1516.610708,-0.07386,-0.42651,50.996122,0.25845,-0.20021,0.220494,23.693162,66.05297450230371,4.19045706405431
Mexico,1999,4.016949,2.322606,0.218387,6157.192475,1.390523,0.84269,8.725376,38.632632,1537.522483,-0.250572,-0.349208,50.617971,0.346043,-0.058308,0.438464,22.578767,58.09919796819856,4.062151859428653
Mexico,2000,4.028145,2.59671,0.131819,7157.8145,1.393306,0.954245,8.87596,34.525996,1516.635855,-0.241587,-0.377903,52.432682,0.346937,-0.116878,0.335378,22.958181,170.10810133022088,5.1364341251355405
Mexico,2001,4.117499,3.972482,0.075834,7544.568648,1.415246,1.379391,8.928583,34.392764,1548.316139,-0.389335,-0.40991,47.166073,0.319828,-0.214082,0.410248,20.835013,189.90334518982638,5.246515233196666
Mexico,2002,4.075235,3.11552,0.031417,7593.137793,1.404929,1.136396,8.935,35.966278,1534.721851,-0.34418,-0.38299,46.697915,0.198066,-0.445821,0.160981,20.705775,225.99173966215358,5.42049844843685
Mexico,2003,4.270512,2.498643,0.050471,7075.369643,1.451734,0.915748,8.864375,35.385255,1603.937485,-0.325125,-0.472546,50.205689,0.150474,-0.636888,0.346685,21.095874,108.36241284960722,4.6854812839457995
Mexico,2004,4.222447,3.185216,0.13641,7484.486542,1.440415,1.15852,8.920588,32.280359,1599.161247,-0.341457,-0.542932,58.424321,0.121899,-0.729852,0.368228,21.494989,107.03154162241717,4.673123572540288
Mexico,2005,4.399423,2.965113,0.16069,8277.671251,1.481473,1.086915,9.021317,30.970771,1685.099674,-0.30985,-0.689284,62.359124,0.134928,-0.804012,0.312569,22.126234,202.06063735594546,5.308567837285146
Mexico,2006,4.455658,2.120192,0.141516,9068.294387,1.494175,0.751507,9.112539,32.132824,1698.585358,-0.36596,-0.562869,56.092725,0.200033,-0.686628,0.177683,22.822917,122.60414271365426,4.8089608134178015
Mexico,2007,4.401555,3.14266,0.096291,9642.680605,1.481958,1.14507,9.173954,32.991606,1662.602596,-0.439748,-0.552031,56.795279,0.178502,-0.726463,0.156338,23.11881,272.5882933139791,5.607962573784086
Mexico,2008,4.451118,2.903434,0.252327,10016.571304,1.493155,1.065894,9.211996,31.45205,1621.264979,-0.474738,-0.549888,57.777031,0.121692,-0.667769,0.184377,24.106844,265.0416699474596,5.579887058709263
Mexico,2009,4.232033,2.140339,0.296199,8002.972106,1.442683,0.760964,8.987568,35.195791,1599.516696,-0.484528,-0.53518,55.96777,0.112745,-0.662454,0.418743,22.888916,125.8455413980718,4.835055293048074
Mexico,2010,4.06956,1.975296,0.302351,9271.398233,1.403535,0.680718,9.134689,34.59546,1531.756941,-0.591899,-0.549416,60.760318,0.108349,-0.714224,0.418155,22.793095,220.39760844332278,5.3954332262367775
Mexico,2011,4.187104,2.092377,0.133971,10203.420854,1.432009,0.738301,9.230478,34.295578,1587.072002,-0.843019,-0.406688,63.469678,0.000275,-0.853919,0.359438,23.281209,243.49006668681858,5.495076147796582
Mexico,2012,4.232175,1.473415,0.117518,10241.727915,1.442716,0.387583,9.234226,33.255123,1634.697432,-0.888967,-0.454766,65.767246,-0.07534,-0.80178,0.276325,23.886555,77.61280472899423,4.351732422970876
Mexico,2013,4.1265,3.703263,0.027611,10725.183317,1.41743,1.309214,9.28035,35.217641,1616.613604,-0.850662,-0.579801,63.764877,-0.067451,-0.633718,0.199013,22.493383,295.6270510207387,5.689098697135834
Mexico,2014,3.990446,2.448577,-0.065303,10922.376049,1.383903,0.895507,9.298569,34.786687,1561.873458,-0.95243,-0.584649,64.963579,-0.089055,-0.80642,0.182069,21.9024,192.57579053312256,5.260489793296799
Mexico,2015,3.990446,3.173674,-0.292851,9605.952351,1.383903,1.15489,9.170138,36.997941,1537.261324,-0.949164,-0.641222,71.166314,-0.008685,-0.673847,0.084375,23.27675,246.50253774397908,5.50737228853717
