country,year,co2,fdi,gov_effect,gdp,ln_co2,ln_fdi,ln_gdp,credit,energy,corruption,rule_of_law,trade,voice,stability,reg_quality,investment,rnd_spending,ln_rnd
Mexico,2016,3.990446,3.376136,-0.306685,8739.756043,1.383903,1.216732,9.075638,40.580417,1537.261324,-0.91745,-0.657918,76.100276,0.008571,-0.841869,0.012595,23.768813,113.62766608167568,4.732927016087503
Poland,1990,9.667172,0.134894,0.681183,1731.209509,2.268736,-2.003266,7.456576,18.412476,2705.608743,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,47.414505762575054,3.8589282106300944
Poland,1991,9.455665,0.340347,0.681183,2235.541089,2.246614,-1.077789,7.712239,32.121671,2641.029448,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,32.92961406294997,3.4943723763970302
Poland,1992,9.246915,0.7187,0.681183,2459.020685,2.22429,-0.330312,7.807518,34.809868,2569.175335,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,12.961353654171862,2.561972134094123
Poland,1993,9.184612,1.785609,0.681183,2497.195241,2.217529,0.57976,7.822923,36.998058,2624.648843,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,69.00886527503398,4.234234978590991
Poland,1994,8.664999,1.692186,0.681183,2874.825311,2.159292,0.526021,7.963747,33.319532,2496.172708,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,20.934957779546323,3.041420382728988
Poland,1995,8.918616,2.574271,0.681183,3682.791215,2.188141,0.945566,8.211426,29.411952,2577.529684,0.707914,0.767495,43.678394,1.042701,0.830645,0.724792,19.678661,47.81309255869185,3.867299504894362
Poland,1996,9.21061,2.813504,0.681183,4140.983541,2.220356,1.034431,8.328689,30.858493,2680.10207,0.707914,0.767495,45.475648,1.042701,0.830645,0.724792,21.705293,119.05969191718667,4.779624980095377
Poland,1997,9.043385,3.085764,0.624521,4116.926243,2.202034,1.126799,8.322862,32.045734,2643.123536,0.788555,0.798768,50.473845,1.087616,0.838597,0.616441,23.70222,118.42411896526454,4.7742724091812505
Poland,1998,8.417027,3.660223,0.568725,4510.413117,2.130257,1.297524,8.414144,33.421827,2459.83454,0.695001,0.633313,56.660545,1.075672,0.309305,0.704201,25.181621,87.2131098944012,4.4683546624402855
Poland,1999,8.166559,4.364307,0.454927,4389.976415,2.100048,1.473459,8.387079,35.939404,2396.692124,0.381514,0.670436,54.021539,1.08782,0.743998,0.650061,25.463732,91.29364356361924,4.514081163749191
Poland,2000,7.822798,5.430938,0.509646,4492.727604,2.057042,1.692112,8.410215,34.312231,2320.376718,0.401546,0.510291,60.790702,1.012597,0.578085,0.694821,24.631877,72.83222740705463,4.288158541409753
Poland,2001,7.877112,2.97972,0.439104,4981.198619,2.063961,1.091829,8.513426,38.915529,2336.445838,0.106036,0.416307,58.075195,1.016628,0.153858,0.758691,20.557967,61.41952037145808,4.117727705986062
Poland,2002,7.712041,2.059083,0.44604,5196.932921,2.042783,0.722261,8.555824,38.874662,2314.20258,0.247519,0.470091,60.924456,0.944372,0.363083,0.812518,18.445456,68.68585449996036,4.229543275552374
Poland,2003,7.911422,2.469277,0.332139,5693.377763,2.068308,0.903925,8.647059,40.192855,2375.006131,0.256551,0.382762,69.437306,0.803532,0.354032,0.701599,18.831818,124.18942939090257,4.8218080563033
Poland,2004,7.972716,5.436251,0.358851,6681.178818,2.076025,1.69309,8.80705,38.979296,2383.05568,0.283814,0.409072,71.213167,0.879502,0.682846,0.768657,20.230596,159.07461332204363,5.069373358325668
Poland,2005,7.927027,3.606695,0.462066,8021.003655,2.070278,1.282792,8.989819,38.423755,2414.16179,0.452767,0.550622,70.274961,0.953482,0.911096,0.844262,19.905035,198.8364783486609,5.292482770089249
Poland,2006,8.362097,6.228596,0.517222,9038.730847,2.123709,1.829151,9.109274,42.856862,2536.978045,0.4351,0.645847,77.791394,1.026872,0.938135,0.976622,21.696372,223.62230085069965,5.409958471775938
Poland,2007,8.244184,5.833868,0.630122,11255.436698,2.109508,1.76368,9.328607,47.802763,2527.408412,0.513737,0.712359,80.662005,1.037611,1.01733,1.023159,25.207708,81.94129647339498,4.406003094221953
Poland,2008,8.25816,2.730155,0.596361,14001.446882,2.111202,1.004358,9.546916,63.5102,2564.775642,0.562476,0.794909,80.754454,1.027628,1.072063,0.958582,24.655987,243.0722252518862,5.493358622437257
Poland,2009,7.800914,3.188977,0.657871,11527.593228,2.054241,1.1597,9.352499,61.583521,2466.524041,0.659754,0.817869,75.225913,1.064276,1.049479,0.996396,20.57312,74.22581544449865,4.307112006705996
Poland,2010,8.313377,3.837717,0.659245,12599.533582,2.117866,1.344878,9.441415,63.230005,2640.238911,0.645681,0.839545,82.108326,0.998091,0.973355,1.052615,21.313252,236.09285808792077,5.464225194112216
Poland,2011,8.328176,3.495438,0.768984,13893.509259,2.119644,1.251459,9.539177,65.913274,2653.403657,0.681906,0.871606,87.082723,1.105088,0.842941,1.063315,22.439789,222.82774901904816,5.406399047061955
Poland,2012,7.87983,1.470539,0.741089,13145.539263,2.064306,0.385629,9.483838,64.066895,2566.574313,0.694462,0.803595,89.327462,1.039759,0.862319,0.954634,20.990902,357.46145102446394,5.8790275270178665
Poland,2013,7.946283,0.15165,0.651506,13781.062605,2.072704,-1.886182,9.531051,67.225684,2565.670456,0.759568,0.593824,90.691866,0.844246,0.496158,0.906232,18.981167,189.80485695036393,5.245996475681732
Poland,2014,7.517152,3.626035,0.550777,14347.914575,2.017187,1.28814,9.57136,71.044913,2473.406883,0.698781,0.400895,93.696925,0.776028,0.509756,0.80514,20.358631,113.73126165633526,4.733838311569581
Poland,2015,7.517152,3.154466,0.546893,12572.307881,2.017187,1.148819,9.439252,73.117209,2490.206419,0.622787,0.376929,95.902903,0.710339,0.480489,0.874215,20.460209,107.80492568475788,4.680323350239527
Poland,2016,7.517152,3.881338,0.512825,12431.575424,2.017187,1.35618,9.427995,75.587982,2490.206419,0.611019,0.391242,100.352692,0.671802,0.550717,1.013512,19.586785,298.8272984793411,5.699865809458185
Russia,1990,13.979974,0.252232,-0.452227,3485.112306,2.637626,-1.377406,8.156256,25.7313,5928.660986,-1.053342,-0.794188,36.106799,-0.219652,-1.177854,-0.430167,30.130394,71.2895460363747,4.26674969726489
Russia,1991,13.979974,0.252232,-0.452227,3485.056,2.637626,-1.377406,8.156239,25.7313,5861.15803,-1.053342,-0.794188,26.256704,-0.219652,-1.177854,-0.430167,36.267429,26.23573472894467,3.2671224024238503
Russia,1992,13.979974,0.252232,-0.452227,3095.659779,2.637626,-1.377406,8.037756,25.7313,5351.077074,-1.053342,-0.794188,110.577065,-0.219652,-1.177854,-0.430167,34.613361,21.98745031575872,3.090471850402623
Russia,1993,13.05175,0.278287,-0.452227,2929.462119,2.568922,-1.279102,7.982574,25.7313,5057.778845,-1.053342,-0.794188,68.698443,-0.219652,-1.177854,-0.430167,27.007172,65.98387352494557,4.189410371639287
Russia,1994,11.449536,0.174541,-0.452227,2663.394599,2.437949,-1.745598,7.887357,25.7313,4428.814206,-1.053342,-0.794188,50.953713,-0.219652,-1.177854,-0.430167,25.537454,18.161887948934893,2.8993253297152326
Russia,1995,10.995558,0.522257,-0.452227,2665.780963,2.397491,-0.649596,7.888252,25.7313,4290.695231,-1.053342,-0.794188,55.182905,-0.219652,-1.177854,-0.430167,25.438878,68.10137732265707,4.22099743795325
Russia,1996,10.886651,0.658454,-0.452227,2643.930749,2.387537,-0.41786,7.880022,25.7313,4252.614116,-1.053342,-0.794188,47.922501,-0.219652,-1.177854,-0.430167,23.6674,59.90104226053258,4.092693904978916
Russia,1997,10.316789,1.201359,-0.662553,2737.573023,2.333773,0.183453,7.914827,25.7313,4069.688778,-0.954374,-0.855797,47.256921,-0.406413,-1.089741,-0.507688,21.976389,19.255320798480234,2.9577874276567933
Russia,1998,10.127299,1.019119,-0.673456,1834.862986,2.315235,0.018939,7.514725,25.7313,3981.501949,-0.943414,-1.083695,55.772253,-0.34627,-1.399242,-0.522597,14.964122,13.065954464794238,2.570009951397503
Russia,1999,10.400683,1.662283,-0.37618,1330.760707,2.341871,0.508192,7.193506,25.7313,4136.761934,-0.954848,-0.874504,69.393281,-0.44449,-0.724512,-0.237843,14.8303,39.47833311101015,3.675751992574911
Russia,2000,10.627121,1.031161,-0.499138,1771.59783,2.363409,0.030685,7.479637,25.7313,4224.286188,-0.783092,-0.957668,68.093907,-0.535603,-1.193152,-0.148959,18.69376,25.4344223898479,3.2361034687519936
Russia,2001,10.669603,0.928663,-0.484211,2100.358253,2.367399,-0.074009,7.649863,25.7313,4288.394353,-0.825626,-0.915175,61.110859,-0.571611,-1.514594,-0.100427,21.949817,29.963823577539596,3.3999907732542463
Russia,2002,10.715901,1.005536,-0.526238,2377.536957,2.371729,0.005521,7.77382,26.856562,4288.207161,-0.847121,-0.963955,59.645446,-0.651504,-1.267701,-0.124243,20.029546,60.199210029707984,4.097659229798576
Russia,2003,11.090647,1.842377,-0.468878,2975.132778,2.406102,0.611057,7.998044,27.875037,4461.316454,-0.940848,-0.987496,59.128269,-0.920554,-0.908794,-0.38835,20.858958,85.33042117721469,4.446531028399604
Russia,2004,11.120627,2.606185,-0.412204,4102.372294,2.408802,0.957888,8.319321,25.657198,4493.695387,-1.017581,-1.007558,56.581852,-0.916404,-0.863383,-0.255606,20.901275,121.63544762203678,4.801028437100912
Russia,2005,11.253529,2.029804,-0.416782,5323.473877,2.420682,0.707939,8.579881,20.814201,4540.917363,-1.125229,-1.011456,56.713248,-0.870994,-0.749934,-0.349167,20.077497,126.88209660319107,4.843258282050068
Russia,2006,11.669122,3.797718,-0.497236,6920.194398,2.456946,1.3344,8.842199,21.530842,4688.394596,-1.141307,-0.806498,54.733402,-0.899924,-0.969927,-0.288328,21.171592,99.69570888962113,4.602122635817073
Russia,2007,11.672457,4.298948,-0.601687,9101.256706,2.457232,1.45837,9.116168,23.916977,4709.845744,-1.099215,-0.795791,51.706123,-0.889001,-0.929459,-0.310508,24.164514,64.50531997523913,4.166747700636685
Russia,2008,12.014507,4.502699,-0.601445,11635.274238,2.486115,1.504677,9.361797,24.41635,4823.126535,-1.074377,-0.747264,53.382466,-0.883594,-0.998262,-0.311618,25.50122,284.23430844079144,5.649798927732358
Russia,2009,11.023856,2.992129,-0.534915,8562.813697,2.400062,1.095985,9.055184,34.12226,4531.286685,-1.051572,-0.857621,48.435061,-0.978818,-0.817713,-0.346865,18.926376,162.351857437519,5.089765939429013
Russia,2010,11.694348,2.830827,-0.452954,10674.997202,2.459106,1.040569,9.27566,37.721335,4819.041423,-1.020724,-0.821814,50.355505,-1.022269,-0.736094,-0.357476,22.615051,166.58920505345725,5.115530932035921
Russia,2011,12.334881,2.68483,-0.195761,14351.212054,2.512431,0.987617,9.57159,36.75293,5049.428043,-0.918883,-0.773192,47.9011,-1.044521,-0.943617,-0.402517,24.444723,396.9381596841833,5.983780499496458
Russia,2012,12.784979,2.288764,-0.332079,15434.574781,2.548271,0.828012,9.644365,38.993524,5167.011977,-0.97407,-0.815131,47.109552,-1.0877,-1.032223,-0.580079,24.544083,120.08002030783042,4.788158356444366
Russia,2013,12.393556,3.01328,-0.324106,16007.089993,2.517177,1.103029,9.680787,44.075596,5078.629314,-0.83865,-0.845054,46.193355,-1.131209,-0.947688,-0.443195,23.129904,277.1728093948698,5.6246411722984915
Russia,2014,11.857528,1.069491,-0.191042,14100.729103,2.472963,0.067183,9.553982,52.282242,4942.875517,-0.914681,-0.84593,47.784119,-1.089641,-0.64276,-0.526992,22.620849,74.50601224492674,4.310879823403526
Russia,2015,11.857528,0.502567,-0.103785,9313.787542,2.472963,-0.688027,9.139251,57.797984,4942.875517,-0.86934,-0.832721,49.350554,-1.070065,-0.538331,-0.562712,22.388297,155.6940789307654,5.047893049412703
Russia,2016,11.857528,2.536703,0.024174,8745.375117,2.472963,0.930865,9.07628,58.84321,4942.875517,-0.822259,-0.771244,46.302352,-1.117072,-0.551089,-0.476597,23.534252,56.03670723883828,4.026006962405593
Saudi Arabia,1990,11.445465,1.582359,-0.183629,7246.016367,2.437594,0.458917,8.888207,12.78049,3573.073624,-0.163303,0.114563,71.708016,-1.499028,-0.189458,-0.308263,15.684146,57.75399598428211,4.056192541541095
Saudi Arabia,1991,15.96452,0.121007,-0.183629,7883.245738,2.770369,-2.111903,8.972495,15.125406,4025.656821,-0.163303,0.114563,74.699278,-1.499028,-0.189458,-0.308263,19.985668,62.5784357902187,4.136420742565909
Saudi Arabia,1992,16.521421,0.121007,-0.183629,7932.090938,2.804658,-2.111903,8.978672,20.77521,4451.087912,-0.163303,0.114563,75.09202,-1.499028,-0.189458,-0.308263,22.963598,168.40033354677675,5.126344082487837
Saudi Arabia,1993,17.666663,1.028218,-0.183629,7485.541334,2.871679,0.027827,8.920729,25.206017,4495.725343,-0.163303,0.114563,67.807003,-1.499028,-0.189458,-0.308263,25.055026,177.04145118900914,5.176383892664741
Saudi Arabia,1994,16.907546,0.258431,-0.183629,7421.291231,2.82776,-1.353128,8.912108,30.543708,4613.296791,-0.163303,0.114563,60.071317,-1.499028,-0.189458,-0.308263,20.356989,145.34019367637126,4.979077157762057
Saudi Arabia,1995,12.616757,0.258431,-0.183629,7690.577522,2.535026,-1.353128,8.947751,30.412932,4533.902823,-0.163303,0.114563,65.041767,-1.499028,-0.189458,-0.308263,20.286148,223.44445194959417,5.409162846024869
Saudi Arabia,1996,13.59425,0.258431,-0.183629,8335.803866,2.609647,-1.353128,9.028315,26.926676,4752.50618,-0.163303,0.114563,66.653856,-1.499028,-0.189458,-0.308263,18.571244,119.80020998108381,4.78582543844345
Saudi Arabia,1997,11.142255,1.831406,-0.219086,8551.674296,2.410745,0.605084,9.053882,30.447095,4444.967837,-0.263509,0.046701,65.188117,-1.617569,0.110229,-0.285827,18.777533,103.84128908782805,4.6428636670527235
Saudi Arabia,1998,10.497768,2.91838,-0.229408,7419.160019,2.351163,1.071029,8.911821,40.857355,4646.878499,-0.195146,-0.165411,56.088381,-1.602676,0.227822,-0.122712,22.949309,198.20269820503748,5.289290235350335
Saudi Arabia,1999,11.213892,2.91838,-0.337845,8007.95978,2.417153,1.071029,8.988191,40.862851,4634.42813,0.182222,-0.017829,57.846087,-1.702851,0.002424,-0.073314,21.513621,84.80346094597878,4.44033635500723
Saudi Arabia,2000,14.369802,2.91838,-0.366576,9171.330145,2.665129,1.071029,9.123838,34.541125,4735.657351,-0.167679,0.108946,68.166451,-1.644271,0.141018,0.080751,19.316999,266.70744853287823,5.5861523593052045
Saudi Arabia,2001,14.017782,0.010666,-0.386469,8684.647401,2.640327,-4.540699,9.069312,39.118136,4737.58176,-0.297836,0.012113,63.560629,-1.32374,-0.654633,0.04198,19.623138,46.062170180635846,3.8299920096663542
Saudi Arabia,2002,14.96915,0.010666,-0.391905,8695.400072,2.705991,-4.540699,9.070549,40.715406,5102.020824,-0.103524,-0.022657,64.592779,-1.536319,-0.240614,0.110851,19.693351,254.314110849622,5.538570159876513
Saudi Arabia,2003,14.57352,0.010666,-0.198544,9609.966975,2.679206,-4.540699,9.170556,43.063621,5012.944362,-0.1954,0.011267,69.831196,-1.781469,-0.522424,-0.046231,19.492471,58.418968087223604,4.067640633113477
Saudi Arabia,2004,17.111475,0.010666,-0.136533,11185.133368,2.839749,-4.540699,9.322341,40.35142,5178.930139,-0.169474,0.067988,75.082837,-1.705147,-0.467305,0.017054,19.864637,305.1145312571928,5.720687218438971
Saudi Arabia,2005,16.6963,3.683051,-0.109231,13791.446294,2.815187,1.303741,9.531804,28.82406,5145.599654,-0.014676,0.068728,81.954076,-1.729974,-0.336524,0.12027,20.174857,250.90126910119847,5.525059511554875
Saudi Arabia,2006,17.664035,4.853586,-0.110997,15384.740152,2.871531,1.579718,9.641131,21.304035,5543.058521,-0.020553,0.045111,89.944605,-1.822263,-0.492535,0.15987,22.215168,458.8363349694773,6.128693577780863
Saudi Arabia,2007,15.397424,5.846306,-0.023696,16516.62362,2.7342,1.76581,9.712123,16.103113,5571.710677,0.036955,0.149532,94.863317,-1.788063,-0.226727,0.159661,26.472935,113.0548702045887,4.727873277889722
Saudi Arabia,2008,16.616455,7.590632,-0.317043,20078.25779,2.810393,2.026915,9.907393,-3.652808,6046.697649,-0.312528,0.046536,96.102631,-1.907197,-0.4648,0.02482,27.295783,378.40201645764233,5.935957166068499
Saudi Arabia,2009,17.610213,8.496352,0.019089,16113.142485,2.868479,2.139637,9.687391,0.523787,6257.648402,-0.045678,0.14435,84.858342,-1.86564,-0.480688,0.099088,31.715307,471.0284591125582,6.154918514935322
Saudi Arabia,2010,18.908248,5.534326,0.057302,19262.547681,2.939598,1.71097,9.865918,-0.124729,6764.376486,-0.027552,0.153235,82.549828,-1.876579,-0.431784,0.079689,30.926335,348.217667533895,5.85282776566174
Saudi Arabia,2011,17.68373,2.429579,0.192475,23745.801614,2.872645,0.887718,10.075161,-4.102054,6301.272354,0.081404,0.132713,85.54352,-1.882178,-0.285845,-0.006105,26.970853,492.36838800204293,6.19922719241602
Saudi Arabia,2012,19.37366,1.65527,0.154987,25243.358698,2.963914,0.503964,10.136318,-10.151829,6871.804938,0.021386,0.097565,83.511788,-1.842783,-0.634387,0.004832,26.541549,565.2926364825482,6.337343537738541
Saudi Arabia,2013,18.0034,1.187267,0.214123,24844.744371,2.890561,0.171654,10.120402,-7.861553,6394.844053,0.198881,0.31582,82.709049,-1.727395,-0.472771,0.064569,26.469739,406.547635861937,6.007701107514412
Saudi Arabia,2014,19.440666,1.059269,0.210744,24463.903164,2.967367,0.057579,10.104954,1.765158,6905.756103,0.332312,0.077284,80.640471,-1.686515,-0.649626,-0.017767,28.750587,506.13251834405713,6.226798528959816
Saudi Arabia,2015,19.440666,1.244292,0.273804,20627.932782,2.967367,0.218567,9.934401,20.500687,6905.756103,0.330703,0.117757,72.074996,-1.690399,-0.660988,-0.090882,35.127482,404.46957265775734,6.002576511562317
Saudi Arabia,2016,19.440666,1.155547,0.261275,19879.29753,2.967367,0.144574,9.897434,34.059454,6905.756103,0.246934,0.145258,61.862042,-1.658363,-0.624047,-0.088528,30.932604,547.2561929523307,6.304917052834749
Turkey,1990,2.705004,0.474527,-0.076127,2794.35039,0.995103,-0.745436,7.935355,19.467018,977.663136,-0.148074,-0.138795,30.942996,-0.12976,-1.258746,0.103579,24.549268,17.14657971578103,2.8417987202402917
Turkey,1991,2.710034,0.5399,-0.076127,2735.707864,0.996961,-0.616372,7.914145,22.475544,947.755285,-0.148074,-0.138795,30.476012,-0.12976,-1.258746,0.103579,22.71204,32.89436950154969,3.4933015033547186
Turkey,1992,2.746388,0.532629,-0.076127,2842.369876,1.010287,-0.629929,7.952393,24.865553,961.930977,-0.148074,-0.138795,31.737366,-0.12976,-1.258746,0.103579,23.362271,81.7473736835916,4.403633683066707
Turkey,1993,2.808934,0.376312,-0.076127,3180.187801,1.032805,-0.977337,8.064696,26.379493,1004.135821,-0.148074,-0.138795,33.017088,-0.12976,-1.258746,0.103579,26.615609,86.6810896350498,4.462235747367294
Turkey,1994,2.724759,0.465222,-0.076127,2270.337523,1.00238,-0.76524,7.727684,25.557682,976.487732,-0.148074,-0.138795,41.745852,-0.12976,-1.258746,0.103579,21.320533,37.21405320144348,3.616686464172733
Turkey,1995,2.940424,0.522167,-0.076127,2897.866491,1.078554,-0.649767,7.97173,27.783624,1052.698355,-0.148074,-0.138795,44.242635,-0.12976,-1.258746,0.103579,25.473557,59.41586933364634,4.084561351186685
Turkey,1996,3.167195,0.39785,-0.076127,3053.947025,1.152846,-0.921681,8.02419,34.120872,1126.180627,-0.148074,-0.138795,49.369315,-0.12976,-1.258746,0.103579,24.551315,36.447421088905266,3.595870703932565
Turkey,1997,3.288498,0.424053,-0.312862,3144.385859,1.190431,-0.857896,8.053374,34.564633,1166.227483,-0.354078,-0.099511,54.970324,-0.615934,-1.231112,0.363668,25.110786,30.510067155351887,3.418056699819302
Turkey,1998,3.271079,0.340865,-0.020435,4496.496821,1.18512,-1.076268,8.411054,26.816485,1169.88032,-0.25808,-0.070946,40.274348,-0.2892,-0.800174,0.245815,23.856614,74.607944197885,4.312246992128266
Turkey,1999,3.159086,0.305998,0.052565,4108.123199,1.150283,-1.184178,8.320722,35.875948,1131.091062,-0.570129,-0.082183,37.401619,-0.219571,-0.803475,0.055775,21.341684,56.83097812930413,4.040081566656675
Turkey,2000,3.417942,0.359734,0.034863,4316.548908,1.229039,-1.02239,8.370211,37.016881,1201.085911,-0.209118,0.10304,42.000598,-0.033271,-0.766691,0.015878,23.800162,84.56724834643518,4.4375470562710015
Turkey,2001,3.030782,1.673892,-0.019838,3119.56579,1.108821,0.515151,8.045449,51.628675,1094.184604,-0.191904,0.084699,49.398833,0.013202,-0.833765,0.030696,18.135471,21.660286804350903,3.0754804826832833
Turkey,2002,3.157334,0.453806,0.144593,3659.939869,1.149728,-0.790087,8.205202,46.300581,1139.351997,-0.035273,0.117469,47.460539,0.000234,-0.601551,0.269054,21.243159,107.45535946309973,4.677075500514697
Turkey,2003,3.306489,0.545822,0.105428,4718.199807,1.195887,-0.605462,8.459183,41.564403,1178.379689,0.026675,-0.003374,45.601472,-0.064095,-0.590213,0.280463,22.473515,139.9194826416247,4.94106713317367
Turkey,2004,3.363951,0.688017,0.326101,6040.607698,1.213116,-0.373942,8.70626,40.07037,1204.666657,0.112519,-0.035806,48.119683,-0.053325,-0.819363,0.329305,25.205311,135.63606409391366,4.909975299540008
Turkey,2005,3.496001,2.000533,0.289961,7384.251628,1.25162,0.693414,8.907105,43.949953,1240.16527,0.115326,0.022845,45.437141,-0.041286,-0.823874,0.269334,27.033547,135.88801978853635,4.911831162661512
Turkey,2006,3.804929,3.65348,0.289779,8035.377338,1.336297,1.29568,8.991609,43.977083,1354.807007,0.087656,0.048909,48.151109,-0.055526,-1.030791,0.288755,29.565237,102.35616652480793,4.62845855967985
Turkey,2007,4.090984,3.2625,0.315035,9711.873594,1.408785,1.182494,9.181104,47.176854,1437.163425,0.025415,0.04998,47.289585,-0.084817,-0.915286,0.312994,28.713733,246.14622704051564,5.505925778199333
Turkey,2008,4.032738,2.597157,0.365056,10854.172253,1.394446,0.954418,9.292305,50.205006,1401.775559,0.038243,0.015458,49.906322,-0.136851,-0.959997,0.393025,28.935904,240.07561361246178,5.480953930440636
Turkey,2009,3.895674,1.331751,0.43225,9038.52015,1.359867,0.286495,9.109251,60.076297,1371.130339,0.161345,-0.036609,45.932474,-0.206934,-1.220532,0.450982,23.018437,81.9380128250032,4.405963020238163
Turkey,2010,4.120211,1.178777,0.39871,10672.389245,1.415904,0.164477,9.275415,65.954438,1474.668183,0.091508,-0.004693,45.899217,-0.251418,-1.249933,0.46303,26.972764,296.4061833942554,5.691730754858363
Turkey,2011,4.368513,1.943728,0.392253,11335.51051,1.474423,0.664608,9.335696,64.472429,1545.478933,-0.134328,-0.076036,52.662941,-0.338508,-1.086036,0.432502,31.268694,289.77454160055015,5.669103177858451
Turkey,2012,4.414565,1.572572,0.199525,11707.259712,1.484909,0.452712,9.367964,64.886699,1583.634411,-0.161549,-0.23225,52.24531,-0.367835,-1.49531,0.273798,28.30415,336.52515504359087,5.818672901249435
Turkey,2013,4.27733,1.426814,-0.006507,12519.391426,1.453329,0.355444,9.435034,70.309474,1540.098243,-0.199177,-0.341492,50.350325,-0.60713,-2.007215,0.193467,29.773211,289.73612190495425,5.668970584282278
Turkey,2014,4.479773,1.42766,0.013838,12095.854572,1.499572,0.356037,9.400618,72.505204,1573.7159,-0.208805,-0.317273,51.414104,-0.705634,-1.786376,0.043469,29.033376,245.97379791735497,5.5052250177284225
Turkey,2015,4.479773,2.241692,-0.068468,10948.724607,1.499572,0.807231,9.300978,74.660143,1651.361454,-0.351303,-0.390099,49.299866,-0.845906,-1.3152,0.016247,28.362025,169.22431861353732,5.1312251638747455
Turkey,2016,4.479773,1.615104,-0.020464,10820.633842,1.499572,0.479399,9.28921,77.627931,1651.361454,-0.325921,-0.346834,46.815647,-0.834213,-1.378182,-0.020418,28.226639,306.42100401944424,5.724959986494223
United States,1990,19.322751,1.194504,1.52492,23888.600009,2.961283,0.177731,10.081157,79.240095,7671.773066,1.571041,1.500219,19.815051,1.348661,0.935006,1.593102,21.529213,636.6693460078508,6.456250440753005
United States,1991,19.056163,0.561047,1.52492,24342.258905,2.947391,-0.577951,10.099969,76.725788,7631.467806,1.571041,1.500219,19.786448,1.348661,0.935006,1.593102,20.110605,149.22940890161615,5.005484778946562
United States,1992,19.139437,0.464854,1.52492,25418.990776,2.951751,-0.766032,10.143252,74.231415,7677.401401,1.571041,1.500219,19.950595,1.348661,0.935006,1.593102,20.077582,143.85050091841688,4.968774572218932
United States,1993,19.347083,0.73237,1.52492,26387.293734,2.962542,-0.31147,10.180638,73.10228,7709.496589,1.571041,1.500219,20.044619,1.348661,0.935006,1.593102,20.393628,380.2827047175425,5.940914935902537
United States,1994,19.360892,0.767644,1.52492,27694.853416,2.963255,-0.26443,10.229002,72.492026,7757.830822,1.571041,1.500219,21.055459,1.348661,0.935006,1.593102,21.279097,699.6781591263356,6.5506204566388755
United States,1995,19.276545,0.904218,1.52492,28690.875701,2.958889,-0.100685,10.264334,74.510275,7763.755106,1.571041,1.500219,22.453382,1.348661,0.935006,1.593102,21.272649,851.5997962234869,6.747116693732643
United States,1996,19.496025,1.209693,1.52492,29967.712718,2.970211,0.190367,10.307876,74.714503,7844.468266,1.571041,1.500219,22.687072,1.348661,0.935006,1.593102,21.701815,262.52981810313054,5.570364668354339
United States,1997,19.690363,1.424066,1.698527,31459.139002,2.980129,0.353516,10.356445,76.22612,7828.581096,1.549399,1.56696,23.428321,1.336877,0.879613,1.610037,22.409709,624.5667140005129,6.437058151723053
United States,1998,19.579236,2.329849,1.724887,32853.676985,2.97447,0.845804,10.399819,78.915144,7803.697605,1.603597,1.564633,22.825891,1.310167,1.082809,1.696121,22.958333,477.11001418238817,6.1677471019944825
United States,1999,19.72717,3.244314,1.620928,34513.561504,2.981997,1.176904,10.449108,80.695628,7923.223893,1.873597,1.516906,23.273473,1.344568,0.285477,1.551741,23.420368,1009.4478130847357,6.9171587406115025
United States,2000,20.178751,3.405318,1.540125,36334.908777,3.00463,1.225338,10.500534,81.970745,8056.86385,1.704491,1.55445,25.043635,1.338228,0.08044,1.568515,23.675148,946.6324001730361,6.8529108448317
United States,2001,19.636505,1.630116,1.740258,37133.242809,2.97739,0.488651,10.522268,86.629821,7827.886325,1.810702,1.418304,22.842958,1.327752,-0.23304,1.559835,22.176948,963.9127976898286,6.87100083169092
United States,2002,19.613404,1.01546,1.531013,38023.161114,2.976213,0.015342,10.545951,88.32729,7843.344849,1.536727,1.52827,22.154272,1.294524,-0.060543,1.606696,21.708139,635.6456937678475,6.454641322839789
United States,2003,19.564105,1.022024,1.581686,39496.485875,2.973696,0.021785,10.583967,89.27768,7794.23553,1.344893,1.59266,22.477101,1.101622,0.490835,1.640943,21.742224,607.080244743853,6.408660981241024
United States,2004,19.658371,1.749187,1.643273,41712.801068,2.978503,0.559151,10.638563,89.729561,7881.578642,1.377069,1.611146,24.352407,1.10981,0.374478,1.493688,22.658575,493.67837539074793,6.201884243192998
United States,2005,19.591885,1.091876,1.605076,44114.747778,2.975115,0.087898,10.694549,91.83778,7846.499688,1.437633,1.628714,25.555994,1.144267,0.58266,1.532458,23.380303,282.74850928037836,5.644557842764395
United States,2006,19.094067,2.160488,1.502985,46298.731444,2.949378,0.770334,10.74287,94.436551,7697.652535,1.286476,1.59132,26.900149,1.097228,0.447314,1.398338,23.539185,1232.3823840162556,7.116704472573172
