iso,pwt70_rgdpch,pwt71_rgdpch,pwt_abs_diff,pwt_rel_diff_pct,wdi_ppp_2005,wdi2011_pwt70_abs_diff,wdi2011_pwt70_rel_diff_pct,wdi2011_pwt71_abs_diff,wdi2011_pwt71_rel_diff_pct
CYP,18378.81983,18240.10068,-138.7191500000008,-0.7547772451284801,24431.273447769385,6052.453617769384,32.931677190120126,6191.172767769385,33.94264580215785
CZE,20696.00042,20346.88421,-349.11621000000014,-1.6868776716037588,20362.303074786603,-333.69734521339706,-1.612376007157991,15.41886478660308,0.07577998000806965
DNK,34700.06983,34677.4791,-22.590730000003532,-0.06510283728729757,33193.23728985131,-1506.8325401486873,-4.342448149328947,-1484.2418101486837,-4.280131799282618
DJI,2197.988757,2009.542884,-188.44587300000012,-8.573559459749324,1840.2381768239047,-357.75058017609535,-16.276269796046794,-169.30470717609523,-8.425035789188724
DMA,5028.139867,5926.801137,898.6612700000005,17.872638665005546,9259.085996607884,4230.946129607884,84.14535477375742,3332.284859607884,56.2240031777851
DOM,7955.793722,7895.8632,-59.930522000000565,-0.7532940658614095,6380.369073667566,-1575.4246483324341,-19.802230970065793,-1515.4941263324336,-19.19352055557945
ECU,5766.73425,5519.978051,-246.75619900000038,-4.278959083297455,6510.394445680814,743.6601956808136,12.895690410578803,990.4163946808139,17.9423973343769
EGY,4280.901583,3968.386985,-312.51459799999975,-7.300205154003882,4490.619597453983,209.71801445398341,4.898921649747804,522.2326124539832,13.159820713754891
SLV,5989.78841,5888.375043,-101.41336700000011,-1.6931043312095913,5702.187623708226,-287.60078629177406,-4.801518294229262,-186.18741929177395,-3.16194905949665
GNQ,15411.48454,14912.66986,-498.8146799999995,-3.236642639489677,24813.40654900859,9401.92200900859,61.005946471971676,9900.736689008589,66.39144286004189
ERI,715.2061167,704.6020363,-10.604080400000043,-1.482660753647892,596.1189083877883,-119.08720831221171,-16.650753612355356,-108.48312791221167,-15.396368776036656
EST,16142.1727,15962.3545,-179.8181999999997,-1.113965284239585,16547.96059322995,405.78789322995,2.5138368965037157,585.6060932299497,3.6686698897079983
ETH,509.972316,475.1066606,-34.86565539999998,-6.836774135794458,636.0687043376431,126.09638833764313,24.726124219190584,160.9620437376431,33.87913853583284
FJI,4513.928223,4431.406909,-82.52131399999962,-1.828148564248883,4323.3007888925495,-190.62743410745043,-4.223094047799405,-108.1061201074508,-2.439543971642321
FIN,31757.5533,32293.144,535.5907000000007,1.6864986258245551,30707.945880471867,-1049.6074195281326,-3.3050638681542654,-1585.1981195281332,-4.908776053295193
FRA,30973.59174,31230.27351,256.68176999999923,0.8287116720419433,29534.328268026104,-1439.2634719738962,-4.646743858624567,-1695.9452419738955,-5.430452735006789
GAB,10298.28608,10120.31643,-177.9696499999991,-1.7281482434793567,13014.264136904223,2715.978056904223,26.373107484155494,2893.9477069042223,28.595427098757447
GMB,1155.75816,1110.031872,-45.72628800000007,-3.9563889386686277,1158.831765898949,3.0736058989489266,0.26593849866904046,48.799893898948994,4.3962606056548434
GEO,3820.225017,3732.469711,-87.75530600000002,-2.2971240073422097,3610.64843346849,-209.5765835315101,-5.4859748470023195,-121.82127753151008,-3.2638249460535294
GHA,1045.076592,1658.091419,613.0148270000002,58.65740670995723,1208.014387995419,162.93779599541904,15.590990865425397,-450.07703100458116,-27.14428323113957
GRC,25724.41237,25308.15661,-416.25576,-1.6181351550927578,24348.402243361572,-1376.0101266384263,-5.349043962003733,-959.7543666384263,-3.792272908012585
GRD,12644.26086,15890.18153,3245.9206699999995,25.67109857934392,10031.494190904457,-2612.766669095543,-20.663656800699247,-5858.6873390955425,-36.86985783035005
GTM,5629.315335,5588.835627,-40.479707999999846,-0.7190875904271908,4061.5864352347508,-1567.7288997652495,-27.849370775482583,-1527.2491917652496,-27.32678671720129
GIN,869.9910658,837.1232491,-32.86781670000005,-3.7779487620113037,970.8830273964085,100.89196159640846,11.596896285783497,133.7597782964085,15.978504770977878
GNB,793.7350444,774.5184738,-19.216570599999955,-2.4210308887805425,1016.6937814373886,222.95873703738857,28.089818965461895,242.17530763738853,31.267854264238537
GUY,3760.526113,3727.134093,-33.392019999999775,-0.8879613914809631,2536.3809776094276,-1224.1451353905722,-32.552496608353486,-1190.7531153905725,-31.948223103293977
HTI,1358.983013,1269.047341,-89.93567200000007,-6.617865796678657,1023.2322606734203,-335.7507523265797,-24.70603010595392,-245.81508032657962,-19.370048097092983
HND,3309.777852,3298.896446,-10.88140599999997,-0.3287654485156658,3276.858211791454,-32.9196402085463,-0.9946178166807764,-22.038234208546328,-0.6680486814088473
HKG,33083.16627,32527.14758,-556.0186900000008,-1.6806695147078519,35677.91850523807,2594.7522352380693,7.843119410221037,3150.77092523807,9.686588464262964
HUN,16643.96374,16475.81996,-168.14377999999851,-1.0102388026471303,16974.559812255135,330.59607225513537,1.9862820985401604,498.7398522551339,3.027101858760138
ISL,39894.58256,40447.92832,553.3457599999965,1.3870198019186806,34889.1875401664,-5005.395019833602,-12.546553187530337,-5558.740779833599,-13.74295547563312
IND,2556.26131,2491.526848,-64.7344619999999,-2.5323882870174916,2299.7631019755663,-256.49820802443355,-10.034115331676853,-191.76374602443366,-7.696635746805875
IDN,3446.542072,3224.11536,-222.4267120000004,-6.453619522216597,3102.2837700252935,-344.2583019747067,-9.988512972799326,-121.83158997470628,-3.7787602604488155
IRN,9138.237115,8720.964225,-417.2728900000002,-4.566229621193192,9228.236094882825,89.99897988282464,0.9848615083000574,507.27186988282483,5.816694769010187
IRQ,3757.178018,3656.383649,-100.79436900000019,-2.682714753389686,2989.6733043441936,-767.5047136558064,-20.42769094194691,-666.7103446558062,-18.23414632209472
IRL,37032.42594,40247.22235,3214.7964099999954,8.681031092072159,38896.38661189739,1863.9606718973882,5.033320460607632,-1350.8357381026071,-3.3563452562151963
ISR,23814.29418,23227.20378,-587.090400000001,-2.465285746293745,23390.111789903454,-424.18239009654644,-1.7812091632461158,162.9080099034545,0.7013672908993375
ITA,29375.70889,29561.74119,186.03229999999894,0.633286164077312,28279.8705280748,-1095.8383619252018,-3.730423548342842,-1281.8706619252007,-4.3362488484231285
JAM,9011.096535,8992.778333,-18.318202000000383,-0.2032849379523419,7027.444445091359,-1983.6520899086418,-22.01343734587615,-1965.3338879086414,-21.85457947625185
JPN,32761.12581,31379.76769,-1381.3581200000008,-4.216454977802854,30310.340560768112,-2450.785249231889,-7.480772374689919,-1069.427129231888,-3.408014806854958
JOR,4393.870647,4248.751942,-145.11870499999986,-3.3027532364677703,4334.477444925947,-59.39320207405308,-1.35172850649586,85.72550292594678,2.017663165470506
KAZ,8934.953234,8791.088514,-143.8647200000014,-1.6101340010662375,8699.098080759706,-235.85515324029438,-2.6396909649487528,-91.99043324029299,-1.0464054945391146
KEN,1172.014618,1143.731166,-28.283451999999897,-2.413233722994392,1346.397518783697,174.3829007836971,14.878901517565978,202.666352783697,17.719754327626408
KIR,3715.222314,3829.675248,114.45293399999991,3.0806483253696326,2341.633415187252,-1373.588898812748,-36.971916690871495,-1488.041832812748,-38.855561802266635
KOR,22808.08929,22577.33468,-230.75460999999996,-1.0117226702596795,22783.2700526441,-24.81923735589953,-0.10881769638976863,205.93537264410043,0.9121332325667612
KWT,49207.74507,48940.23044,-267.51462999999785,-0.5436433423629705,48782.64549428437,-425.099575715627,-0.8638875345962425,-157.58494571562915,-0.32199469495515753
KGZ,1930.41983,1889.665893,-40.75393699999995,-2.111143719446767,1727.7329949174518,-202.6868350825482,-10.499624585940365,-161.93289808254826,-8.569393070087457
LAO,1843.23269,1727.064473,-116.16821700000014,-6.3024173578432,1684.5592448698185,-158.67344513018156,-8.60843267326067,-42.50522813018142,-2.461125730665263
LVA,12451.79545,12030.62692,-421.168529999999,-3.3823919746449014,13052.83068199103,601.0352319910307,4.826896124374022,1022.2037619910298,8.496679090693885
LBN,10011.43749,9778.505944,-232.9315459999998,-2.3266543514122247,9595.290945205936,-416.14654479406454,-4.156711213646748,-183.21499879406474,-1.8736502267658155
LSO,1167.148879,1180.610478,13.461598999999978,1.1533746244552558,1195.0612537787404,27.912374778740286,2.3915008000226408,14.450775778740308,1.224008769024351
LBR,342.7000385,378.1041342,35.40409569999997,10.330928427952298,338.2307319804836,-4.469306519516408,-1.3041453216867405,-39.87340221951638,-10.545613922968943
LBY,18013.05034,17896.76536,-116.28498000000036,-0.6455596237455491,14015.36563312623,-3997.6847068737716,-22.193268943441876,-3881.399726873771,-21.68771646047759
LTU,13240.44613,13068.06432,-172.38181000000077,-1.3019335474612197,14210.771926881416,970.325796881416,7.328497751166154,1142.7076068814167,8.74427596084419
LUX,71160.49821,73242.96698,2082.468769999992,2.9264392779466912,68319.63721213579,-2840.86099786422,-3.992188179291022,-4923.329767864212,-6.72191470507823
MAC,37216.51452,36939.01942,-277.4951000000001,-0.7456235587319049,37104.19867377617,-112.31584622382798,-0.3017903413912389,165.17925377617212,0.44716740284323475
MKD,6613.984613,6573.246577,-40.73803599999974,-0.6159378707946768,7879.936719795148,1265.9521067951482,19.140536013749994,1306.690142795148,19.878915654363226
MDG,741.7025425,717.5019069,-24.200635600000055,-3.2628492169419863,868.6750742942896,126.97253179428958,17.1190638455024,151.17316739428964,21.069374999634533
MWI,537.6598356,481.4176003,-56.24223529999995,-10.4605610417666,644.8367235724869,107.17688797248695,19.93395840194818,163.4191232724869,33.94539858340258
MYS,10718.30142,10482.19905,-236.10237000000052,-2.2027965136289342,11544.277318966866,825.9758989668662,7.706220105226954,1062.0782689668667,10.132208555673886
MDV,4679.398442,4133.13677,-546.2616719999996,-11.67375847068335,5221.198096052913,541.799654052913,11.578403950174094,1088.0613260529126,26.325316257388515
MLI,890.5568227,870.4906953,-20.066127400000028,-2.2532113491830112,884.5543709347081,-6.00245176529188,-0.6740110919698061,14.063675634708147,1.615603212147068
MLT,20635.74841,20313.79968,-321.94873000000007,-1.560150490320889,20964.712389404627,328.963979404627,1.5941461044621594,650.9127094046271,3.2042883146351233
MRT,1373.751442,1649.017531,275.26608899999997,20.037546865046345,1637.8707157139618,264.1192737139618,19.226132591310634,-11.14681528603819,-0.6759670577473194
MUS,8320.64881,8360.472852,39.82404200000019,0.47861702746231144,10157.506961050229,1836.8581510502281,22.07590048558038,1797.034109050228,21.49440756356669
MEX,11964.78755,11641.86206,-322.9254899999996,-2.698965515689409,12191.063819347144,226.276269347145,1.8911850160443926,549.2017593471446,4.717473515118634
FSM,3476.208168,3587.534998,111.32682999999997,3.202536344768176,3053.999555944805,-422.2086120551953,-12.145665381659484,-533.5354420551953,-14.871922987584338
MDA,2237.117811,2194.05933,-43.05848100000003,-1.9247301500296368,2361.950702776558,124.83289177655797,5.580076791787608,167.891372776558,7.652089006023279
MNG,2604.015935,2651.174147,47.158212000000276,1.8109801620703323,2861.6790677282643,257.6631327282644,9.894837019431082,210.5049207282641,7.940063875715822
MNE,5886.415527,5735.877019,-150.53850800000055,-2.5573884023223585,8246.222033080896,2359.806506080896,40.089023536596414,2510.3450140808964,43.76567011052398
MAR,3044.903843,2998.459093,-46.44475000000011,-1.5253273139239858,3508.299805883104,463.39596288310395,15.218738810042085,509.84071288310406,17.00342399445581
MOZ,634.1520906,628.4671567,-5.684933899999919,-0.8964622184910163,669.5233823809212,35.3712917809213,5.577730059591055,41.056225680921216,6.532755967153822
NAM,4357.647451,4244.887251,-112.76019999999971,-2.5876393459531317,5205.412196079619,847.7647450796194,19.454642777149697,960.5249450796191,22.62780819097942
NPL,1045.780296,980.9731549,-64.80714109999985,-6.1970130196447935,953.8109234272792,-91.96937257272066,-8.794330216824115,-27.162231472720805,-2.7689067062686044
NLD,38284.17056,36402.48186,-1881.6886999999988,-4.915056725732023,35104.48753030957,-3179.68302969043,-8.305477128483544,-1297.9943296904312,-3.5656753698343335
NZL,27447.47676,27253.9382,-193.53856000000087,-0.7051233222357627,25304.94061900198,-2142.5361409980214,-7.805949376448333,-1948.9975809980206,-7.151251194214642
NIC,2055.903628,2189.424307,133.5206790000002,6.494500869668205,2335.5636551694047,279.66002716940466,13.602779009707778,146.13934816940446,6.6747842207729935
NER,524.57659,502.5072581,-22.06933190000001,-4.207075252824379,609.8370777037542,85.26048770375417,16.253201025183788,107.32981960375417,21.358859573406463
NGA,1543.925284,1510.74653,-33.178754000000026,-2.1489870231311032,1749.6513317515614,205.7260477515615,13.324870697017586,238.90480175156154,15.813691907110424
NOR,48701.2144,49293.47971,592.2653100000025,1.2161202082878708,47626.279823180565,-1074.9345768194326,-2.207202818374551,-1667.199886819435,-3.3821915121995656
OMN,18392.67193,17927.26169,-465.41024000000107,-2.5304112516728887,21047.463619579066,2654.791689579066,14.433964242296286,3120.201929579067,17.40478821324701
PAK,2112.401743,2025.753028,-86.64871499999981,-4.1019051081137,2144.7954041059443,32.393661105944375,1.5334990710592487,119.04237610594419,5.8764506067885875
PLW,14186.62641,14108.71039,-77.91602000000057,-0.5492216242832645,12910.647994047902,-1275.9784159520987,-8.994234281468604,-1198.062395952098,-8.491650638751953
PAN,7819.603734,7785.974577,-33.629157000000305,-0.4300621635566924,9166.563556703315,1346.9598227033148,17.225423033224445,1380.588979703315,17.731742713129528
PNG,2197.242175,2234.376083,37.13390800000025,1.6900234495089397,1866.0458838473262,-331.19629115267367,-15.073272073556193,-368.3301991526739,-16.484700223703292
PRY,3554.500456,3435.351221,-119.14923500000032,-3.35206694934801,3900.787361192019,346.2869051920188,9.742210177733588,465.43614019201914,13.54842955639729
PER,5837.732849,5561.445909,-276.28693999999996,-4.732778068926668,6386.955258710417,549.2224097104172,9.408145660596624,825.5093497104172,14.84343034559607
PHL,2461.940518,2787.847583,325.90706500000033,13.23781231175953,3050.8266937247126,588.8861757247128,23.919593971470306,262.9791107247124,9.433051947614757
POL,13481.46516,13249.96678,-231.4983799999991,-1.7171603920830745,13784.160063643674,302.6949036436745,2.2452671134127273,534.1932836436736,4.031657531775891
PRT,20097.14295,19949.4889,-147.654050000001,-0.7347016954964785,21368.95878656385,1271.8158365638483,6.328341494748875,1419.4698865638493,7.115319563719997
QAT,87399.83591,71158.08034,-16241.755569999994,-18.583279248630337,69512.33140687688,-17887.504503123113,-20.46629071654411,-1645.748933123119,-2.312806817243489
ROM,8345.437107,8137.13013,-208.3069770000002,-2.4960583170086577,9370.299791055362,1024.8626840553625,12.280515339283145,1233.1696610553627,15.154847487431821
RUS,12356.83295,12214.86125,-141.97170000000006,-1.1489327449393094,11852.805937644778,-504.0270123552218,-4.078933610211359,-362.05531235522176,-2.964055873784254
RWA,839.0191161,813.8927929,-25.1263232,-2.994725950559305,840.4323232173091,1.4132071173090708,0.1684356280078647,26.539530317309072,3.2608140222922315
WSM,6663.806634,6540.891276,-122.91535799999929,-1.8445216788383674,3831.106528369388,-2832.7001056306117,-42.50873804137174,-2709.7847476306124,-41.428371658972864
STP,1414.927744,1297.600234,-117.32751000000007,-8.292120251194966,1416.4898813096179,1.5621373096178104,0.11040403414535141,118.88964730961789,9.162270797619005
SAU,19659.25093,19552.50912,-106.74180999999953,-0.5429597006522341,20405.806749674448,746.5558196744496,3.7974784610699794,853.2976296744491,4.3641336487173525
SEN,1464.721314,1415.500169,-49.22114499999998,-3.3604443746081776,1674.8082518241633,210.08693782416344,14.343133797270834,259.3080828241634,18.319184165647627
SRB,7292.934998,7177.238938,-115.6960599999993,-1.5864128781036384,8525.143855660715,1232.2088576607157,16.895925412726623,1347.904917660715,18.78027092736473
SYC,22588.16951,22861.27779,273.1082800000004,1.2090766357986322,17352.223693927503,-5235.945816072497,-23.18003596420017,-5509.0540960724975,-24.09775230710102
SLE,744.2349173,727.0988185,-17.136098800000013,-2.302512070001746,646.988123721068,-97.24679357893206,-13.066679796714242,-80.11069477893204,-11.017855171900825
SGP,41864.90037,41988.61672,123.71634999999515,0.2955133032841256,45374.23754785957,3509.3371778595683,8.382528435143074,3385.620827859573,8.063187340598759
SVK,16200.26191,15375.88336,-824.3785499999994,-5.08867421144057,16174.826798181897,-25.435111818102087,-0.15700432474120468,798.9434381818974,5.196081548461339
SVN,23273.83833,22908.74196,-365.0963699999993,-1.5686985740095554,23475.572676769923,201.73434676992474,0.866785890275301,566.830716769924,2.474298753548508
SLB,1427.147491,1586.086676,158.93918499999995,11.136843669089277,2072.775217052082,645.6277260520822,45.23903311490894,486.6885410520822,30.68486410083696
ZAF,6960.818418,6766.794533,-194.0238849999996,-2.7873717334483645,8596.830871405238,1636.0124534052384,23.503162346178563,1830.036338405238,27.044360952303176
ESP,27983.83179,28325.37741,341.5456200000008,1.2205105525328803,27376.800455561894,-607.0313344381066,-2.1692216383855936,-948.5769544381074,-3.3488590132720404
LKA,3322.786106,3176.353014,-146.43309200000022,-4.40693705007325,3514.691409329419,191.90530332941898,5.7754335430406725,338.3383953294192,10.651788193508999
KNA,12690.04625,10494.75698,-2195.2892699999993,-17.299300780720163,14962.967990418636,2272.9217404186365,17.91105954730966,4468.211010418636,42.575650097794224
LCA,11762.72493,11735.87501,-26.849920000000566,-0.2282627550995581,8915.76826210452,-2846.9566678954798,-24.203207036105365,-2820.106747895479,-24.02979535392546
VCT,5118.535093,6318.151117,1199.616024,23.436706053663073,8852.103267633938,3733.568174633938,72.94212322076068,2533.952150633938,40.10591237388945
SDN,1875.447074,1832.723858,-42.723215999999866,-2.278028348135612,1612.9883112997525,-262.45876270024746,-13.99446384485108,-219.7355467002476,-11.989561097329677
SUR,9283.114469,9658.513353,375.3988840000002,4.043889421525566,6128.516605323683,-3154.5978636763175,-33.98210669717335,-3529.9967476763177,-36.5480340365205
SWZ,3316.344093,3284.107029,-32.23706400000037,-0.9720663205016938,4516.44974298632,1200.1056499863203,36.187609498044935,1232.3427139863206,37.52443824468063
SWE,34855.32137,33958.51735,-896.804019999996,-2.5729328686433397,32702.98278391671,-2152.3385860832896,-6.175064528126282,-1255.5345660832936,-3.6972596687390222
CHE,37566.13994,36993.95293,-572.1870100000015,-1.5231456064261295,35784.013186991804,-1782.1267530081968,-4.743970915975342,-1209.9397430081954,-3.270641948692655
SYR,3849.973504,3722.747478,-127.22602600000027,-3.3045948463753443,4133.448396118253,283.47489211825314,7.3630348838435316,410.7009181182534,11.03219921698523
TJK,1523.623309,1493.448083,-30.175226000000066,-1.9804912291480352,1500.2815325199947,-23.341776480005365,-1.5319912961508364,6.833449519994701,0.45756190642180505
TZA,940.8168562,931.7556461,-9.061210099999926,-0.9631215725235351,1064.5751624752172,123.75830627521725,13.154346189659316,132.81951637521718,14.254758415594553
THA,7109.609044,6965.667682,-143.94136199999957,-2.0246030563589956,6674.740219142817,-434.8688248571825,-6.116634855248202,-290.92746285718295,-4.176591191810218
TGO,737.9422455,725.4287709,-12.513474599999995,-1.69572546853194,858.2173261365431,120.27508063654307,16.29871190733219,132.78855523654306,18.304837161586455
TON,7822.967079,7640.226212,-182.74086700000043,-2.3359534196500795,4138.926656170079,-3684.040422829921,-47.09262336945495,-3501.299555829921,-45.82717132551207
TTO,22914.10553,23332.7549,418.6493699999992,1.8270378018984326,20058.236911932712,-2855.8686180672885,-12.463365040927647,-3274.5179880672877,-14.033996423059703
TUN,5379.457754,5667.37771,287.91995599999973,5.352211489827414,7182.365624828759,1802.9078708287589,33.5146766323831,1514.9879148287591,26.731726600039142
TUR,9721.685271,9531.947552,-189.73771900000065,-1.951695757586315,11464.732575457496,1743.0473044574956,17.92947679202333,1932.7850234574962,20.276916264105523
TKM,5145.656297,10348.43538,5202.779083,101.11011662464327,4761.854441454873,-383.8018555451272,-7.458754207289162,-5586.5809385451275,-53.984788360780456
UGA,1000.150643,963.9258,-36.224842999999964,-3.621938680291382,911.0814532507585,-89.06918974924145,-8.905577412026066,-52.84434674924148,-5.482200678645751
UKR,6029.289918,5876.115811,-153.17410700000073,-2.5404999441594396,5583.399174640709,-445.89074335929126,-7.395410561169356,-292.71663635929053,-4.981464725581641
ARE,47688.86746,62640.93332,14952.065859999995,31.353367476259198,66854.72186408594,19165.854404085934,40.189367927769894,4213.788544085939,6.72689297676949
GBR,34183.01995,33982.90821,-200.11174000000028,-0.5854126999097992,32737.953795014793,-1445.0661549852084,-4.227438526785894,-1244.9544149852081,-3.66347225873641
USA,42534.81791,42482.38762,-52.4302899999966,-0.12326440449547608,42568.50560194759,33.68769194759079,0.07920027310066552,86.1179819475874,0.2027145524820843
URY,8908.735468,8709.783638,-198.95182999999997,-2.233221883337214,9682.791068983093,774.0556009830925,8.688725844015515,973.0074309830925,11.17143055928449
UZB,1801.728467,1906.571995,104.8435280000001,5.8190526441851524,2000.93728864697,199.20882164697014,11.056539611580114,94.36529364697003,4.949474443894264
VUT,5354.259569,5330.670779,-23.58878999999979,-0.44056119610961264,3500.0149050854684,-1854.2446639145314,-34.63120605228415,-1830.6558739145316,-34.341942127177305
VEN,8551.849092,8920.901031,369.05193899999904,4.315463650372831,9924.462108889957,1372.6130168899563,16.0504822071053,1003.5610778899572,11.249548385332348
